HymnsID	ValidationDropDownList	Hymnal	HymnNumber	FirstLine	Tune	Metre	Occasion	PD	EHNote	EHNote2
	string	HymnalCode	HymnNumber	string						
C29.Hymns	C29 All who claim the faith of Jesus	CH:Celebration Hymnal for Everyone	29	All who claim the faith of Jesus				*		
C290.Hymns	C290 I will never forget you	CH:Celebration Hymnal for Everyone	290	I will never forget you						
C291.Hymns	C291 I will sing, I will sing	CH:Celebration Hymnal for Everyone	291	I will sing, I will sing						
C292.Hymns	C292 I wonder as I wander	CH:Celebration Hymnal for Everyone	292	I wonder as I wander				*		
C293.Hymns	C293 I’ll sing a hymn to Mary	CH:Celebration Hymnal for Everyone	293	I’ll sing a hymn to Mary				*		
C294.Hymns	C294 I’ll sing God’s praises	CH:Celebration Hymnal for Everyone	294	I’ll sing God’s praises						
C295.Hymns	C295 If God is for us, who can be against	CH:Celebration Hymnal for Everyone	295	If God is for us, who can be against						
C296.Hymns	C296 If God is our defender	CH:Celebration Hymnal for Everyone	296	If God is our defender						
C297.Hymns	C297 If God should lead us home	CH:Celebration Hymnal for Everyone	297	If God should lead us home						
C298.Hymns	C298 If I were a butterfly	CH:Celebration Hymnal for Everyone	298	If I were a butterfly						
C299.Hymns	C299 If you would follow me	CH:Celebration Hymnal for Everyone	299	If you would follow me						
C3.Hymns	C3 A mighty stronghold is our God	CH:Celebration Hymnal for Everyone	3	A mighty stronghold is our God						
C30.Hymns	C30 All you nations sing out your joy	CH:Celebration Hymnal for Everyone	30	All you nations sing out your joy						
C300.Hymns	C300 Immaculate Mary	CH:Celebration Hymnal for Everyone	300	Immaculate Mary						
C301.Hymns	C301 Immortal, invisible	CH:Celebration Hymnal for Everyone	301	Immortal, invisible				*		
C302.Hymns	C302 In bread we bring you, Lord	CH:Celebration Hymnal for Everyone	302	In bread we bring you, Lord						
C303.Hymns	C303 In Christ there is no east or west	CH:Celebration Hymnal for Everyone	303	In Christ there is no east or west						
C304.Hymns	C304 In the abundance of your compassion	CH:Celebration Hymnal for Everyone	304	In the abundance of your compassion						
C305.Hymns	C305 In the bleak midwinter	CH:Celebration Hymnal for Everyone	305	In the bleak midwinter				*		
C306.Hymns	C306 In the earth a small seed is hidden	CH:Celebration Hymnal for Everyone	306	In the earth a small seed is hidden						
C307.Hymns	C307 In the land there is a hunger	CH:Celebration Hymnal for Everyone	307	In the land there is a hunger						
C308.Hymns	C308 In the Lord I’ll be ever thankful (Taizé)	CH:Celebration Hymnal for Everyone	308	In the Lord I’ll be ever thankful (Taizé)						
C309.Hymns	C309 In your love remember me	CH:Celebration Hymnal for Everyone	309	In your love remember me						
C31.Hymns	C31 All ye who seek a comfort sure	CH:Celebration Hymnal for Everyone	31	All ye who seek a comfort sure				*		
C310.Hymns	C310 Infant holy, infant lowly	CH:Celebration Hymnal for Everyone	310	Infant holy, infant lowly				*		
C311.Hymns	C311 Inspired by love and anger	CH:Celebration Hymnal for Everyone	311	Inspired by love and anger						
C312.Hymns	C312 Into one we all are gathered	CH:Celebration Hymnal for Everyone	312	Into one we all are gathered						
C314.Hymns	C314 It came upon the midnight clear	CH:Celebration Hymnal for Everyone	314	It came upon the midnight clear				*		
C315.Hymns	C315 It is good to give thanks	CH:Celebration Hymnal for Everyone	315	It is good to give thanks						
C316.Hymns	C316 It’s me, it’s me, it’s me, O Lord	CH:Celebration Hymnal for Everyone	316	It’s me, it’s me, it’s me, O Lord				*		
C317.Hymns	C317 Jerusalem the golden	CH:Celebration Hymnal for Everyone	317	Jerusalem the golden				*		
C318.Hymns	C318 Jesu, Jesu, fill us with your love	CH:Celebration Hymnal for Everyone	318	Jesu, Jesu, fill us with your love						
C319.Hymns	C319 Jesu, lover of my soul	CH:Celebration Hymnal for Everyone	319	Jesu, lover of my soul				*		
C32.Hymns	C32 Alleluia, alleluia, give thanks	CH:Celebration Hymnal for Everyone	32	Alleluia, alleluia, give thanks						
C320.Hymns	C320 Jesu, meek and lowly	CH:Celebration Hymnal for Everyone	320	Jesu, meek and lowly				*		
C321.Hymns	C321 Jesu, the very thought of thee	CH:Celebration Hymnal for Everyone	321	Jesu, the very thought of thee				*		
C322.Hymns	C322 Jesus Christ is ris’n today	CH:Celebration Hymnal for Everyone	322	Jesus Christ is ris’n today				*		
C323.Hymns	C323 Jesus Christ is waiting	CH:Celebration Hymnal for Everyone	323	Jesus Christ is waiting						
C324.Hymns	C324 Jesus Christ, little Lord	CH:Celebration Hymnal for Everyone	324	Jesus Christ, little Lord						
C325.Hymns	C325 Jesus, gentlest Saviour	CH:Celebration Hymnal for Everyone	325	Jesus, gentlest Saviour				*		
C326.Hymns	C326 Jesus is Lord! Creation’s voice proclaims it	CH:Celebration Hymnal for Everyone	326	Jesus is Lord! Creation’s voice proclaims it						
C327.Hymns	C327 Jesus, lead the way	CH:Celebration Hymnal for Everyone	327	Jesus, lead the way				*		
C328.Hymns	C328 Jesus, Lord, I’ll sing a song	CH:Celebration Hymnal for Everyone	328	Jesus, Lord, I’ll sing a song						
C329.Hymns	C329 Jesus, my Lord, my God, my all	CH:Celebration Hymnal for Everyone	329	Jesus, my Lord, my God, my all				*		
C33.Hymns	C33 Alleluia, alleluia! I will praise the Father	CH:Celebration Hymnal for Everyone	33	Alleluia, alleluia! I will praise the Father						
C330.Hymns	C330 Jesus, the holy Lamb of God	CH:Celebration Hymnal for Everyone	330	Jesus, the holy Lamb of God						
C331.Hymns	C331 Jesus the Word has lived among us	CH:Celebration Hymnal for Everyone	331	Jesus the Word has lived among us						
C332.Hymns	C332 Jesus, thou art coming	CH:Celebration Hymnal for Everyone	332	Jesus, thou art coming				*		
C333.Hymns	C333 Join in the dance	CH:Celebration Hymnal for Everyone	333	Join in the dance						
C334.Hymns	C334 Jesus, you’re the one I love	CH:Celebration Hymnal for Everyone	334	Jesus, you’re the one I love						
C335.Hymns	C335 Joy to the world	CH:Celebration Hymnal for Everyone	335	Joy to the world				*		
C336.Hymns	C336 Jubilate Deo omnis terra	CH:Celebration Hymnal for Everyone	336	Jubilate Deo omnis terra						
C337.Hymns	C337 Jubilate Deo (Praetorius)	CH:Celebration Hymnal for Everyone	337	Jubilate Deo (Praetorius)						
C338.Hymns	C338 Jubilate, ev’rybody, serve the Lord	CH:Celebration Hymnal for Everyone	338	Jubilate, ev’rybody, serve the Lord						
C339.Hymns	C339 Just as I am	CH:Celebration Hymnal for Everyone	339	Just as I am				*		
C34.Hymns	C34 Alleluia, alleluia, salvation and glory	CH:Celebration Hymnal for Everyone	34	Alleluia, alleluia, salvation and glory						
C340.Hymns	C340 Keep in mind that Jesus Christ	CH:Celebration Hymnal for Everyone	340	Keep in mind that Jesus Christ						
C341.Hymns	C341 Keep we the fast our ancestors learned	CH:Celebration Hymnal for Everyone	341	Keep we the fast our ancestors learned						
C342.Hymns	C342 Kindle a flame	CH:Celebration Hymnal for Everyone	342	Kindle a flame				*		
C343.Hymns	C343 King of glory, king of peace	CH:Celebration Hymnal for Everyone	343	King of glory, king of peace				*		
C344.Hymns	C344 Kum ba yah, my Lord	CH:Celebration Hymnal for Everyone	344	Kum ba yah, my Lord				*		
C345.Hymns	C345 Lamb of God, Holy One	CH:Celebration Hymnal for Everyone	345	Lamb of God, Holy One						
C346.Hymns	C346 Laudate Dominum	CH:Celebration Hymnal for Everyone	346	Laudate Dominum						
C347.Hymns	C347 Lay your hands	CH:Celebration Hymnal for Everyone	347	Lay your hands						
C348.Hymns	C348 Lead, kindly light	CH:Celebration Hymnal for Everyone	348	Lead, kindly light				*		
C349.Hymns	C349 Lead me, guide me	CH:Celebration Hymnal for Everyone	349	Lead me, guide me						
C35.Hymns	C35 Alleluia (Premananda)	CH:Celebration Hymnal for Everyone	35	Alleluia (Premananda)						
C35.Hymns	C35 Premananda Alleluia	CH:Celebration Hymnal for Everyone	35	Premananda Alleluia						
C350.Hymns	C350 Lead us from death to life	CH:Celebration Hymnal for Everyone	350	Lead us from death to life						
C351.Hymns	C351 Lead us, heav’nly Father, lead us	CH:Celebration Hymnal for Everyone	351	Lead us, heav’nly Father, lead us						
C352.Hymns	C352 Leader now on earth no longer (Great Saint George)	CH:Celebration Hymnal for Everyone	352	Leader now on earth no longer (Great Saint George)				*		
C353.Hymns	C353 Leaping the mountains	CH:Celebration Hymnal for Everyone	353	Leaping the mountains				*		
C354.Hymns	C354 Leave your country and your people	CH:Celebration Hymnal for Everyone	354	Leave your country and your people						
C355.Hymns	C355 Let all mortal flesh keep silence	CH:Celebration Hymnal for Everyone	355	Let all mortal flesh keep silence				*		
C356.Hymns	C356 Let all that is within me	CH:Celebration Hymnal for Everyone	356	Let all that is within me				*		
C357.Hymns	C357 Let all the world in every corner sing	CH:Celebration Hymnal for Everyone	357	Let all the world in every corner sing				*		
C358.Hymns	C358 Let there be love shared among us	CH:Celebration Hymnal for Everyone	358	Let there be love shared among us						
C359.Hymns	C359 Let us break bread together	CH:Celebration Hymnal for Everyone	359	Let us break bread together				*		
C36.Hymns	C36 Alleluia (eight–fold)	CH:Celebration Hymnal for Everyone	36	Alleluia (eight–fold)				*		
C360.Hymns	C360 Let us go forth into the world	CH:Celebration Hymnal for Everyone	360	Let us go forth into the world						
C361.Hymns	C361 Let us talents and tongues employ	CH:Celebration Hymnal for Everyone	361	Let us talents and tongues employ						
C362.Hymns	C362 Let us, with a gladsome mind	CH:Celebration Hymnal for Everyone	362	Let us, with a gladsome mind				*		
C363.Hymns	C363 Lift high the cross	CH:Celebration Hymnal for Everyone	363	Lift high the cross						
C364.Hymns	C364 Lift up your heads, O mighty gates	CH:Celebration Hymnal for Everyone	364	Lift up your heads, O mighty gates				*		
C365.Hymns	C365 Light of our darkness	CH:Celebration Hymnal for Everyone	365	Light of our darkness						
C366.Hymns	C366 Light the Advent candle one	CH:Celebration Hymnal for Everyone	366	Light the Advent candle one						
C367.Hymns	C367 Like a mighty river flowing	CH:Celebration Hymnal for Everyone	367	Like a mighty river flowing						
C368.Hymns	C368 Like a sea without a shore	CH:Celebration Hymnal for Everyone	368	Like a sea without a shore						
C369.Hymns	C369 Like a shepherd he feeds his flock	CH:Celebration Hymnal for Everyone	369	Like a shepherd he feeds his flock						
C37.Hymns	C37 Alleluia, sing to Jesus	CH:Celebration Hymnal for Everyone	37	Alleluia, sing to Jesus				*		
C370.Hymns	C370 Like as the deer that yearns	CH:Celebration Hymnal for Everyone	370	Like as the deer that yearns						
C371.Hymns	C371 Like the dawning of the morning	CH:Celebration Hymnal for Everyone	371	Like the dawning of the morning				*		
C372.Hymns	C372 Little Jesus, sweetly sleep	CH:Celebration Hymnal for Everyone	372	Little Jesus, sweetly sleep						
C373.Hymns	C373 Lo, He comes with clouds descending	CH:Celebration Hymnal for Everyone	373	Lo, He comes with clouds descending				*		
C374.Hymns	C374 Long ago in Bethlehem	CH:Celebration Hymnal for Everyone	374	Long ago in Bethlehem						
C375.Hymns	C375 Long ago, prophets knew	CH:Celebration Hymnal for Everyone	375	Long ago, prophets knew						
C376.Hymns	C376 Look around you, can you see? (Clark Kyrie)	CH:Celebration Hymnal for Everyone	376	Look around you, can you see? (Clark Kyrie)						
C377.Hymns	C377 Lord accept the gifts we offer	CH:Celebration Hymnal for Everyone	377	Lord accept the gifts we offer						
C378.Hymns	C378 Lord, accept the praise now given	CH:Celebration Hymnal for Everyone	378	Lord, accept the praise now given						
C379.Hymns	C379 Lord, enthroned in heavenly splendour	CH:Celebration Hymnal for Everyone	379	Lord, enthroned in heavenly splendour				*		
C38.Hymns	C38 Alleluia!… This is the day	CH:Celebration Hymnal for Everyone	38	Alleluia!… This is the day						
C380.Hymns	C380 Lord, for tomorrow and its needs	CH:Celebration Hymnal for Everyone	380	Lord, for tomorrow and its needs				*		
C381.Hymns	C381 Lord, in everything I do	CH:Celebration Hymnal for Everyone	381	Lord, in everything I do						
C382.Hymns	C382 Lord Jesus Christ, shall I stand still	CH:Celebration Hymnal for Everyone	382	Lord Jesus Christ, shall I stand still						
C383.Hymns	C383 Lord Jesus Christ, you have come to us	CH:Celebration Hymnal for Everyone	383	Lord Jesus Christ, you have come to us						
C384.Hymns	C384 Lord Jesus, think on me	CH:Celebration Hymnal for Everyone	384	Lord Jesus, think on me				*		
C385.Hymns	C385 Lord, make me an instrument of thy peace	CH:Celebration Hymnal for Everyone	385	Lord, make me an instrument of thy peace						
C386.Hymns	C386 Lord of all hopefulness	CH:Celebration Hymnal for Everyone	386	Lord of all hopefulness						
C387.Hymns	C387 Lord of all loving, we stand before you	CH:Celebration Hymnal for Everyone	387	Lord of all loving, we stand before you						
C388.Hymns	C388 Lord, I come to Your awsome presence	CH:Celebration Hymnal for Everyone	388	Lord, I come to Your awsome presence						
C388.Hymns	C388 Lord, the light of Your love is shining	CH:Celebration Hymnal for Everyone	388	Lord, the light of Your love is shining						
C389.Hymns	C389 Lord, this paschal time remind us	CH:Celebration Hymnal for Everyone	389	Lord, this paschal time remind us						
C353.Hymns	C353 Lord of Glory	CH:Celebration Hymnal for Everyone	353	Lord of Glory				*		
C39.Hymns	C39 Almighty Father, Lord most high	CH:Celebration Hymnal for Everyone	39	Almighty Father, Lord most high						
C390.Hymns	C390 Lord, thy word abideth	CH:Celebration Hymnal for Everyone	390	Lord, thy word abideth				*		
C391.Hymns	C391 Lord, we pray for golden peace	CH:Celebration Hymnal for Everyone	391	Lord, we pray for golden peace						
C392.Hymns	C392 Lord, who throughout these forty days	CH:Celebration Hymnal for Everyone	392	Lord, who throughout these forty days				*		
C393.Hymns	C393 Lord, You are so precious to me	CH:Celebration Hymnal for Everyone	393	Lord, You are so precious to me						
C394.Hymns	C394 Lord, you give the great commission	CH:Celebration Hymnal for Everyone	394	Lord, you give the great commission						
C395.Hymns	C395 Lord, you have come to the lakeside	CH:Celebration Hymnal for Everyone	395	Lord, you have come to the lakeside						
C396.Hymns	C396 Lord, your love has drawn us near	CH:Celebration Hymnal for Everyone	396	Lord, your love has drawn us near						
C397.Hymns	C397 Love came down at Christmas	CH:Celebration Hymnal for Everyone	397	Love came down at Christmas				*		
C398.Hymns	C398 Love divine, all loves excelling	CH:Celebration Hymnal for Everyone	398	Love divine, all loves excelling				*		
C399.Hymns	C399 Love is his word, love is his way	CH:Celebration Hymnal for Everyone	399	Love is his word, love is his way						
C4.Hymns	C4 A new commandment I give unto you	CH:Celebration Hymnal for Everyone	4	A new commandment I give unto you				*		
C40.Hymns	C40 Amazing grace	CH:Celebration Hymnal for Everyone	40	Amazing grace				*		
C400.Hymns	C400 Grant to us, O Lord, a heart renewed	CH:Celebration Hymnal for Everyone	400	Grant to us, O Lord, a heart renewed						
C401.Hymns	C401 Water of life, cleanse and refresh us	CH:Celebration Hymnal for Everyone	401	Water of life, cleanse and refresh us						
C403.Hymns	C403 Kyrie, eleison (Sussex Mass)	CH:Celebration Hymnal for Everyone	403	Kyrie, eleison (Sussex Mass)						
C403.Hymns	C403 Sussex Mass (Penitential Act)	CH:Celebration Hymnal for Everyone	403	Sussex Mass (Penitential Act)						
C404.Hymns	C404 Gathering Mass (Penitential Act)	CH:Celebration Hymnal for Everyone	404	Gathering Mass (Penitential Act)						
