2030-09-28	Sat	NOE	Ord Time XXV:Sat	Ord Time XXV:Sat	St Wenceslaus, Martyr	Ss Laurence Ruiz & Companions, Martyrs	Saturday memorial of our Lady
2030-09-29	Sun	NOE	ORDINARY TIME XXVI	ORDINARY TIME XXVI
2030-09-30	Mon	NOE	St Jerome, Priest, Doctor	St Jerome, Priest, Doctor
2030-10-01	Tue	NOE	St Thérèse of the Child Jesus, Virgin, Doctor	St Thérèse of the Child Jesus, Virgin, Doctor
2030-10-02	Wed	NOE	Holy Guardian Angels	Holy Guardian Angels
2030-10-03	Thu	NOE	Ord Time XXVI:Thu	Ord Time XXVI:Thu
2030-10-04	Fri	NOE	St Francis of Assisi, Ecology Patron, Founder, Confessor	St Francis of Assisi, Ecology Patron, Founder, Confessor
2030-10-05	Sat	NOE	Ord Time XXVI:Sat	Ord Time XXVI:Sat	St Faustina Kowalska, Religious	Saturday memorial of our Lady
2030-10-06	Sun	NOE	ORDINARY TIME XXVII	ORDINARY TIME XXVII
2030-10-07	Mon	NOE	Our Lady of the Rosary	Our Lady of the Rosary
2030-10-08	Tue	NOE	Ord Time XXVII:Tue	Ord Time XXVII:Tue
2030-10-09	Wed	NOE	St John Henry Newman, Catholic Education Co-Patron, Priest, Doctor	St John Henry Newman, Catholic Education Co-Patron, Priest, Doctor
2030-10-10	Thu	NOE	Ord Time XXVII:Thu	Ord Time XXVII:Thu	Ss Denis, France Co-Patron, Bishop, & Companions, Martyrs	St John Leonardi, Priest	St Paulinus of York, Bishop, Missionary
2030-10-11	Fri	NOE	Ord Time XXVII:Fri	Ord Time XXVII:Fri	St John XXIII, Pope
2030-10-12	Sat	NOE	Ord Time XXVII:Sat	Ord Time XXVII:Sat	St Wilfrid, Bishop, Missionary	Saturday memorial of our Lady
2030-10-13	Sun	NOE	ORDINARY TIME XXVIII	ORDINARY TIME XXVIII
2030-10-14	Mon	NOE	Ord Time XXVIII:Mon	Ord Time XXVIII:Mon	St Callistus, Pope, Martyr
2030-10-15	Tue	NOE	St Teresa of Ávila, Virgin, Doctor	St Teresa of Ávila, Virgin, Doctor
2030-10-16	Wed	NOE	Ord Time XXVIII:Wed	Ord Time XXVIII:Wed	St Hedwig, Religious	St Margaret Mary Alacoque, Virgin
2030-10-17	Thu	NOE	St Ignatius of Antioch, Bishop, Martyr	St Ignatius of Antioch, Bishop, Martyr
2030-10-18	Fri	NOE	St Luke, Evangelist	St Luke, Evangelist
2030-10-19	Sat	NOE	Ord Time XXVIII:Sat	Ord Time XXVIII:Sat	Ss John de Brébeuf & Isaac Jogues, Priests, & Companions, Martyrs	St Paul of the Cross, Priest	Saturday memorial of our Lady
2030-10-20	Sun	NOE	ORDINARY TIME XXIX	ORDINARY TIME XXIX
2030-10-21	Mon	NOE	Ord Time XXIX:Mon	Ord Time XXIX:Mon
2030-10-22	Tue	NOE	Ord Time XXIX:Tue	Ord Time XXIX:Tue	St John Paul II, Pope
2030-10-23	Wed	NOE	Ord Time XXIX:Wed	Ord Time XXIX:Wed	St John of Capistrano, Priest
2030-10-24	Thu	NOE	Ord Time XXIX:Thu	Ord Time XXIX:Thu	St Anthony Mary Claret, Bishop
2030-10-25	Fri	NOE	Ord Time XXIX:Fri	Ord Time XXIX:Fri
